model,rmse,mae,timestamp
"ARIMA(2, 1, 3)",1.1538313345195075,0.8885226561230809,2025-11-05 20:59:32.388867
"SARIMA(2, 0, 2)(0, 1, 1, 12)",1.1098552465960871,0.795710829645001,2025-11-05 20:59:32.388867
