STT,Ngay,Ttb,Tmax,Tmin,Bh_evaporation,RRR_Rain,Utb_Hum,Umin,SSS_Sun,Fx,Dx_wind,mua,muarao,muaphun,suongmu,giong,chop
1206,20-Apr-19,28.3,31.3,26.3,8.2,0.0,54,52,10.4,WSW,6,0,0,0,0,0,0
1207,21-Apr-19,25.5,27.8,23.2,2.8,0.0,77,63,6.8,ENE,5,0,0,0,0,0,0
1208,22-Apr-19,26.3,29.9,24.0,7.1,0.0,57,47,9.0,W,6,0,0,0,0,0,0
1209,23-Apr-19,23.4,25.1,21.4,0.6,0.1,89,82,0.0,S,4,1,0,0,0,0,0
1210,24-Apr-19,24.2,29.1,21.0,2.1,2.6,84,66,10.6,NE,6,0,1,0,0,1,0
1211,25-Apr-19,24.4,27.1,22.7,1.2,0.0,88,85,6.0,NE,4,0,0,0,0,0,0
1212,26-Apr-19,22.0,24.8,21.6,0.9,0.0,95,87,2.5,NE,6,0,0,0,0,1,0
1213,27-Apr-19,22.4,25.0,20.0,1.1,3.0,85,68,6.7,NE,9,1,1,0,0,1,0
1214,28-Apr-19,21.8,22.5,20.4,0.4,0.3,90,66,1.5,WSW,7,1,0,0,0,0,0
1215,29-Apr-19,22.2,25.6,20.1,1.3,0.0,90,81,6.2,WSW,7,0,0,0,0,0,0
1216,30-Apr-19,20.5,22.9,19.6,0.6,92.5,82,72,0.0,NE,8,1,1,0,0,1,0
1217,1-May-19,19.1,20.8,17.7,0.6,8.3,89,82,0.6,NE,11,1,1,0,0,1,0
1218,2-May-19,19.1,20.2,18.2,0.4,4.4,94,90,0.3,NE,7,1,0,0,0,0,0
1219,3-May-19,18.7,19.1,17.5,0.2,1.2,98,92,0.0,NE,8,1,0,0,0,0,0
1220,4-May-19,20.8,22.2,19.1,0.1,1.4,99,98,0.7,E,6,1,0,0,0,0,0
1221,5-May-19,22.3,24.9,20.7,0.1,4.3,99,97,1.9,E,6,1,0,0,0,0,0
1222,6-May-19,23.1,24.0,22.1,0.1,0.3,97,94,0.0,E,3,1,0,0,0,0,0
1223,7-May-19,21.5,23.2,21.1,0.0,0.1,98,97,0.0,NE,7,1,0,0,0,0,0
1224,8-May-19,21.0,22.0,19.8,0.1,2.4,98,96,0.0,NE,8,1,0,0,0,0,0
1225,9-May-19,18.6,19.8,17.4,0.1,2.0,97,96,0.0,ENE,9,1,0,0,0,0,0
1226,10-May-19,18.4,19.2,17.1,0.3,1.5,94,88,0.0,NE,11,1,0,0,0,0,0
1227,11-May-19,20.0,20.7,19.2,0.0,7.3,98,96,1.1,ESE,4,1,0,0,0,0,0
1228,12-May-19,21.4,22.2,20.3,0.2,3.1,98,96,0.0,WSW,6,1,0,0,0,0,0
1229,13-May-19,21.6,22.5,21.1,0.1,0.1,98,97,0.0,WSW,7,1,0,0,0,0,0
1230,14-May-19,22.6,24.8,21.4,0.1,1.1,96,89,1.1,WSW,8,1,1,0,0,0,0
1231,15-May-19,24.0,27.8,20.8,1.5,0.1,86,68,9.9,ESE,5,1,0,0,0,0,0
1232,16-May-19,25.5,29.9,23.7,2.0,0.0,83,80,10.0,S,6,0,0,0,0,0,0
1233,17-May-19,27.2,31.6,25.2,4.7,0.0,66,61,11.7,S,6,0,0,0,0,0,0
1234,18-May-19,28.3,32.6,25.8,6.0,0.0,62,59,11.7,SSE,6,0,0,0,0,0,0
1235,19-May-19,28.5,33.1,26.2,7.0,0.0,59,48,11.7,NE,9,0,0,0,0,0,0
1236,20-May-19,25.7,29.0,23.4,3.7,0.0,79,61,4.4,WNW,10,0,0,0,0,0,0
1237,21-May-19,20.3,23.4,19.5,0.8,3.4,97,95,0.0,NW,11,1,1,0,0,1,0
1238,22-May-19,18.9,21.3,17.8,0.4,2.3,99,95,0.0,NNE,8,1,0,0,0,0,0
1239,23-May-19,21.2,23.8,19.3,0.4,0.0,90,86,2.1,NE,4,0,0,0,0,0,0
1240,24-May-19,22.4,25.8,20.8,0.6,0.0,94,87,1.9,SW,5,0,0,0,0,0,0
1241,25-May-19,23.4,28.2,21.3,1.3,0.0,92,77,8.1,WSW,8,0,0,0,0,0,0
1242,26-May-19,24.2,27.2,21.6,2.0,0.0,85,78,6.1,WSW,6,0,0,0,0,0,0
1243,27-May-19,23.7,25.2,22.8,1.2,3.7,86,83,0.0,E,5,0,1,0,0,1,0
1244,28-May-19,23.0,25.0,22.2,0.5,1.1,92,85,1.0,E,5,1,1,0,0,0,0
1245,29-May-19,21.5,23.6,20.0,0.4,37.6,92,90,0.0,WNW,9,1,1,0,0,1,0
1246,30-May-19,21.8,22.6,20.9,0.2,5.5,97,95,0.0,ESE,4,1,0,0,0,0,0
1247,31-May-19,21.2,22.2,20.1,0.2,52.7,94,82,0.0,NE,7,1,1,0,0,1,0
1248,1-Jun-19,20.4,22.6,18.0,0.5,49.3,92,86,0.0,NNE,9,1,1,0,0,1,0
1249,2-Jun-19,21.5,24.2,18.0,0.9,0.0,75,66,2.6,NE,8,0,0,0,0,0,0
1250,3-Jun-19,22.6,25.1,21.1,1.0,0.0,77,54,3.9,ESE,3,0,0,0,0,0,0
1251,4-Jun-19,23.4,27.1,20.2,1.1,35.1,83,74,6.3,S,5,0,1,0,0,1,0
1252,5-Jun-19,23.0,28.3,19.9,1.7,31.3,79,68,4.3,SW,4,0,1,0,0,1,0
1253,6-Jun-19,24.1,28.0,20.2,1.5,6.9,80,71,7.2,NE,7,0,1,0,0,1,0
1254,7-Jun-19,23.8,26.0,22.1,1.3,12.0,88,82,3.3,WNW,7,0,1,0,0,1,0
1255,8-Jun-19,23.9,26.2,19.8,0.8,39.7,87,82,4.8,SW,7,1,1,0,0,1,0
1256,9-Jun-19,26.2,30.0,24.2,3.2,0.0,76,69,11.2,ESE,4,0,0,0,0,0,0
1257,10-Jun-19,26.7,29.6,25.2,2.9,0.0,77,71,7.1,ESE,7,0,0,0,0,0,0
1258,11-Jun-19,25.8,27.4,23.5,2.8,0.0,83,74,0.7,SW,10,0,0,0,0,0,0
1259,12-Jun-19,26.5,30.0,24.8,2.7,0.0,78,70,7.6,NNW,5,0,0,0,0,0,0
1260,13-Jun-19,25.4,27.7,22.2,2.3,0.8,78,72,1.6,NE,9,1,0,0,0,1,0
1261,14-Jun-19,24.8,28.3,24.0,1.4,1.1,90,84,3.3,ESE,4,1,0,0,0,0,0
1262,15-Jun-19,25.5,27.0,24.3,3.5,0.0,85,78,2.5,WSW,4,0,0,0,0,0,0
1263,16-Jun-19,25.5,29.5,22.0,2.4,15.2,82,75,7.4,W,8,0,1,0,0,1,0
1264,17-Jun-19,25.0,27.2,22.4,1.5,2.7,91,85,3.4,E,7,0,0,0,0,0,0
1265,18-Jun-19,22.8,24.7,20.5,0.4,95.0,98,96,0.4,NE,7,1,1,0,0,1,0
1266,19-Jun-19,24.1,28.0,21.9,0.9,0.2,93,81,6.8,E,5,1,0,0,0,0,0
1267,20-Jun-19,25.1,27.2,23.4,1.1,0.0,89,77,0.0,S,5,0,0,0,0,0,0
1268,21-Jun-19,26.8,30.7,24.0,2.9,0.0,79,72,12.1,S,5,0,0,0,0,0,0
1269,22-Jun-19,27.3,32.0,25.0,4.2,0.0,74,65,11.3,SSW,6,0,0,0,0,0,0
1270,23-Jun-19,25.7,28.0,24.3,1.9,0.0,89,75,5.6,S,8,0,0,0,0,0,0
1271,24-Jun-19,23.7,25.1,23.0,0.8,53.8,92,80,0.0,WSW,11,1,1,0,0,1,0
1272,25-Jun-19,24.3,27.9,22.8,0.6,0.1,93,83,3.2,S,4,1,0,0,0,0,0
1273,26-Jun-19,26.0,30.0,23.2,2.4,0.0,82,70,9.9,W,5,0,0,0,0,0,0
1274,27-Jun-19,26.9,30.2,25.0,3.7,0.0,76,71,6.8,W,4,0,0,0,0,0,0
1275,28-Jun-19,28.0,32.2,25.0,4.7,0.0,73,65,11.0,E,6,0,0,0,0,0,0
1276,29-Jun-19,27.8,31.4,25.7,4.3,0.0,72,66,10.1,E,5,0,0,0,0,0,0
1277,30-Jun-19,23.9,28.0,21.9,1.5,15.1,86,80,0.5,NE,6,1,1,0,0,1,0
1278,1-Jul-19,24.8,27.0,23.0,1.3,2.3,80,79,1.4,NE,6,1,0,0,0,1,0
1279,2-Jul-19,24.5,26.4,23.0,1.0,6.1,86,84,3.5,NNE,7,1,1,0,0,1,0
1280,3-Jul-19,25.2,28.0,24.1,2.4,5.5,86,79,4.4,S,8,1,1,0,0,0,1
1281,4-Jul-19,21.7,24.1,21.1,0.4,190.8,99,96,0.0,NE,12,1,1,0,0,0,0
1282,5-Jul-19,24.0,27.5,21.2,1.0,22.6,92,81,8.2,WSW,6,1,0,0,0,0,0
1283,6-Jul-19,25.4,28.0,23.2,2.7,0.0,85,77,7.2,ESE,5,0,0,0,0,0,0
1284,7-Jul-19,25.9,29.7,23.0,3.3,0.0,82,76,8.6,W,4,0,0,0,0,0,0
1285,8-Jul-19,26.6,29.4,24.2,3.4,0.0,79,72,8.5,WSW,4,0,0,0,0,0,0
1286,9-Jul-19,25.7,28.5,22.5,2.3,0.0,82,77,2.0,NNW,21,0,0,0,0,0,0
1287,10-Jul-19,22.6,24.0,21.3,0.5,17.3,92,88,0.0,N,12,1,1,0,0,1,0
1288,11-Jul-19,24.1,26.9,22.2,1.4,0.1,89,80,1.8,NW,6,1,0,0,0,0,0
1289,12-Jul-19,25.9,28.6,23.9,3.2,0.0,78,72,3.5,NNW,8,0,0,0,0,0,0
1290,13-Jul-19,26.4,30.0,24.1,3.8,0.0,78,70,6.3,NW,9,0,0,0,0,0,0
1291,14-Jul-19,24.0,27.5,21.9,1.9,6.7,86,78,0.0,NNW,18,1,0,0,0,0,0
1292,15-Jul-19,23.9,27.0,22.0,1.1,27.8,90,80,3.2,WNW,10,1,1,0,0,1,0
1293,16-Jul-19,24.1,25.9,22.0,2.3,6.0,91,86,3.0,SE,7,1,1,0,0,0,0
1294,17-Jul-19,25.3,28.8,23.1,2.3,0.0,87,76,9.3,ESE,6,0,0,0,0,0,0
1295,18-Jul-19,25.6,27.0,23.8,1.0,0.0,88,81,1.2,WSW,4,0,0,0,0,0,0
1296,19-Jul-19,26.7,28.3,25.0,1.4,0.0,87,78,4.6,S,4,0,0,0,0,0,0
1297,20-Jul-19,25.5,28.1,23.0,2.3,0.2,85,80,7.8,NE,6,1,0,0,0,1,0
1298,21-Jul-19,25.1,29.3,23.1,2.9,14.1,83,75,10.6,WSW,4,0,1,0,0,1,0
1299,22-Jul-19,24.8,27.3,22.9,1.4,0.1,82,76,7.2,S,6,1,0,0,0,0,0
1300,23-Jul-19,23.3,25.0,22.0,0.9,13.5,89,84,0.4,NE,5,1,1,0,0,0,0
1301,24-Jul-19,23.1,25.1,21.9,1.6,2.1,91,86,0.5,WSW,4,1,1,0,0,0,0
1302,25-Jul-19,22.8,25.1,21.9,0.8,2.4,94,92,0.7,NE,4,1,0,0,0,0,0
1303,26-Jul-19,23.3,26.1,21.9,0.8,0.6,92,88,5.0,W,3,1,0,0,0,0,0
1304,27-Jul-19,24.1,28.5,22.2,1.3,0.9,88,80,10.9,WSW,6,1,0,0,0,0,0
1305,28-Jul-19,24.6,28.7,23.1,1.5,0.0,88,86,6.9,ESE,5,0,0,0,0,0,0
1306,29-Jul-19,23.9,26.8,22.9,1.1,0.0,91,87,3.7,NE,6,0,0,0,0,0,0
1307,30-Jul-19,23.8,26.3,20.7,1.4,112.6,87,79,5.4,ESE,5,1,1,0,0,1,0
1308,31-Jul-19,23.9,26.4,22.0,1.8,1.7,82,76,7.2,NE,5,1,0,0,0,0,0
1309,1-Aug-19,24.4,26.3,21.2,2.3,32.2,74,68,0.1,W,6,1,1,0,0,1,0
1310,2-Aug-19,22.7,25.1,21.0,1.9,32.6,85,80,0.0,NE,6,1,1,0,0,1,0
1311,3-Aug-19,21.8,24.0,20.9,0.6,142.1,93,85,0.0,WSW,9,1,0,0,0,0,0
1312,4-Aug-19,21.0,21.4,20.6,0.0,110.1,98,97,0.0,NE,8,1,0,0,0,0,0
1313,5-Aug-19,21.7,23.1,20.4,0.5,5.9,94,92,0.9,NNE,5,1,1,0,0,0,0
1314,6-Aug-19,23.1,25.8,21.2,0.6,3.2,92,90,4.4,W,5,0,1,0,0,0,0
1315,7-Aug-19,24.3,27.3,22.3,1.0,0.0,90,88,6.1,WSW,3,0,0,0,1,0,0
1316,8-Aug-19,25.0,27.1,21.2,1.1,13.3,89,86,4.2,WNW,4,1,1,0,0,1,0
1317,9-Aug-19,24.0,26.5,21.0,1.3,3.2,89,87,3.7,SW,6,1,0,0,0,0,1
1318,10-Aug-19,24.5,27.7,22.7,1.0,0.0,92,87,6.5,SW,2,0,0,0,0,0,0
1319,11-Aug-19,25.0,27.6,23.0,1.5,0.0,90,90,7.0,SSE,3,0,0,0,0,0,0
1320,12-Aug-19,25.3,26.5,23.8,1.1,18.2,90,88,3.6,E,6,0,1,0,0,1,0
1321,13-Aug-19,25.9,30.1,23.1,1.9,0.0,85,75,11.3,SW,4,0,0,0,0,0,0
1322,14-Aug-19,25.7,28.2,24.2,1.3,0.0,89,87,5.2,WSW,3,0,0,0,0,0,0
1323,15-Aug-19,25.8,28.3,23.3,2.1,1.4,90,87,9.6,SW,3,1,0,0,0,0,0
1324,16-Aug-19,24.1,26.2,22.2,1.2,0.9,82,77,2.1,NE,7,1,0,0,0,0,0
1325,17-Aug-19,22.9,24.5,22.0,0.6,12.0,81,72,0.9,SSE,4,1,1,0,0,1,0
1326,18-Aug-19,23.9,26.5,22.2,1.3,0.8,83,77,4.4,WSW,4,1,0,0,0,0,0
1327,19-Aug-19,24.7,27.4,23.2,0.9,47.0,88,83,3.7,NE,4,1,1,0,0,1,0
1328,20-Aug-19,24.1,26.5,21.6,1.3,3.1,90,83,5.2,NNE,6,1,0,0,0,0,0
1329,21-Aug-19,22.4,23.5,21.8,0.6,14.4,94,92,0.5,NE,6,1,1,0,0,1,0
1330,22-Aug-19,22.2,24.6,20.6,0.8,28.5,96,93,1.0,NE,4,1,1,0,0,1,0
1331,23-Aug-19,22.0,25.4,20.2,1.1,3.2,90,82,3.8,NE,8,1,0,0,0,0,0
1332,24-Aug-19,23.5,27.1,21.4,2.2,1.0,85,71,7.1,NE,6,1,0,0,0,1,0
1333,25-Aug-19,25.2,28.4,21.6,2.3,0.0,78,69,8.7,NE,4,0,0,0,0,0,0
1334,26-Aug-19,24.4,26.8,23.0,1.3,0.0,92,91,0.4,NE,3,0,0,0,0,0,0
1335,27-Aug-19,22.8,25.4,21.6,1.9,6.9,92,88,6.0,NE,6,1,0,0,0,0,0
1336,28-Aug-19,22.9,26.0,21.0,1.6,8.5,90,78,5.5,NE,6,0,1,0,0,0,0
1337,29-Aug-19,25.5,29.2,22.9,3.3,0.0,80,73,11.0,W,5,0,0,0,0,1,0
1338,30-Aug-19,21.2,27.0,20.4,1.1,55.6,97,94,0.0,NE,9,1,1,0,0,1,0
1339,31-Aug-19,20.6,21.7,20.2,0.3,117.5,96,95,6.0,NE,12,1,1,0,0,1,0
