STT,Ngay,Ttb,Tmax,Tmin,Bh_evaporation,RRR_Rain,Utb_Hum,Umin,SSS_Sun,Fx,Dx_wind,mua,muarao,muaphun,suongmu,giong,chop
958,15-Aug-18,24.5,27.3,22.4,2.7,19.7,88,81,0.1,NE,7,1,0,0,0,0,0
959,16-Aug-18,23.1,26.8,21.9,1.8,82.0,91,84,0.0,SW,9,1,0,0,0,0,0
960,17-Aug-18,21.3,22.0,20.7,0.0,141.0,100,100,0.0,SW,11,1,0,0,0,0,0
961,18-Aug-18,21.7,22.4,21.0,0.1,12.2,99,98,0.0,SE,8,1,0,0,0,0,0
962,19-Aug-18,23.3,25.3,21.6,1.2,0.0,91,85,1.5,NE,6,0,0,0,0,0,0
963,20-Aug-18,24.4,27.0,22.0,0.6,0.0,92,90,3.9,SW,5,0,0,0,0,0,0
964,21-Aug-18,24.2,26.5,22.8,0.9,30.5,91,85,0.6,SW,6,1,1,0,0,0,0
965,22-Aug-18,23.9,27.8,22.8,1.2,54.5,91,77,6.2,ENE,7,1,0,0,0,0,0
966,23-Aug-18,23.6,27.0,21.6,1.0,5.1,88,81,4.0,ENE,7,1,0,0,0,0,0
967,24-Aug-18,23.7,25.6,22.0,0.9,0.3,93,86,2.4,E,5,1,0,0,0,0,0
968,25-Aug-18,23.0,25.6,20.6,1.1,10.7,90,85,7.1,NE,5,1,0,0,0,0,0
969,26-Aug-18,24.0,27.4,21.2,2.2,12.9,77,65,6.9,ENE,7,1,0,0,0,0,0
970,27-Aug-18,23.4,27.6,21.8,1.8,1.4,85,78,7.7,ENE,5,1,0,0,0,0,0
971,28-Aug-18,21.9,22.5,21.4,0.7,32.6,98,98,0.0,NE,6,1,0,0,0,0,0
972,29-Aug-18,22.4,24.4,20.8,0.6,82.4,93,87,0.0,SW,7,1,1,0,0,0,0
973,30-Aug-18,21.4,23.4,21.0,0.0,145.0,100,98,0.0,NNE,8,1,1,0,0,1,0
974,31-Aug-18,22.4,26.4,20.8,0.6,15.4,95,80,3.9,SE,7,1,0,0,0,0,0
975,1-Sep-18,23.8,27.6,22.0,2.2,0.1,93,88,6.2,SE,7,1,0,0,0,0,0
976,2-Sep-18,22.6,24.0,20.7,0.7,32.3,96,89,0.0,SE,8,1,0,0,0,0,0
977,3-Sep-18,21.8,24.3,21.2,0.6,2.1,94,87,0.5,NE,7,1,0,0,0,0,0
978,4-Sep-18,22.9,25.5,21.1,1.0,0.0,89,83,3.6,SE,5,0,0,0,0,0,0
979,5-Sep-18,23.4,25.9,21.8,0.9,0.0,87,78,4.8,NE,5,0,0,0,0,0,0
980,6-Sep-18,24.5,28.2,23.1,1.4,0.0,88,85,5.2,E,5,0,0,0,0,0,0
981,7-Sep-18,24.0,26.0,21.8,1.7,58.7,81,78,3.3,NE,9,1,0,0,0,1,1
982,8-Sep-18,20.9,22.5,20.5,3.5,0.0,75,72,0.0,NE,11,0,0,0,0,0,0
983,9-Sep-18,21.3,24.6,19.4,4.1,0.0,66,57,7.2,NE,10,0,0,0,0,0,0
984,10-Sep-18,20.7,23.7,19.1,1.7,0.0,79,73,3.9,NE,5,0,0,0,0,0,0
985,11-Sep-18,21.5,23.9,20.1,0.7,1.0,90,85,0.3,NE,4,1,0,0,0,0,0
986,12-Sep-18,22.1,25.0,21.1,1.9,0.6,85,82,4.4,NE,5,1,0,0,0,0,0
987,13-Sep-18,22.8,26.0,21.5,2.0,0.0,82,70,5.9,NE,5,0,0,0,0,0,0
988,14-Sep-18,22.1,23.9,20.5,0.6,11.7,90,84,2.3,ENE,7,0,1,0,0,0,0
989,15-Sep-18,23.2,27.5,20.9,1.3,5.3,86,70,8.2,NE,5,1,0,0,0,0,0
990,16-Sep-18,25.9,28.8,23.5,4.3,0.0,65,58,8.7,WSW,6,0,0,0,0,0,0
991,17-Sep-18,22.4,26.1,19.1,3.8,5.4,75,55,0.0,WSW,7,1,0,0,0,0,0
992,18-Sep-18,20.9,23.0,19.9,1.0,29.1,92,90,0.4,WSW,6,1,0,0,0,0,0
993,19-Sep-18,21.0,23.8,18.1,1.4,64.1,97,91,3.6,E,8,1,1,0,0,1,0
994,20-Sep-18,22.1,25.4,19.8,1.1,5.0,93,88,3.4,SE,5,1,0,0,0,0,0
995,21-Sep-18,22.3,26.5,19.9,1.6,0.0,81,72,8.9,NE,5,0,0,0,0,0,0
996,22-Sep-18,22.4,26.1,20.5,2.6,0.0,81,73,6.1,ENE,4,0,0,0,0,0,0
997,23-Sep-18,22.4,25.8,20.4,1.3,0.0,84,69,3.2,SE,4,0,0,0,0,0,0
998,24-Sep-18,22.4,26.6,20.8,1.7,0.0,85,77,7.9,SE,5,0,0,0,0,0,0
999,25-Sep-18,23.2,26.5,21.2,1.7,0.0,84,74,8.6,NE,4,0,0,0,0,0,0
1000,26-Sep-18,22.4,23.6,21.3,0.4,0.3,95,90,0.1,NE,6,1,0,0,0,0,0
1001,27-Sep-18,22.2,23.8,21.4,0.4,10.5,96,92,0.1,ENE,6,1,0,0,0,0,0
1002,28-Sep-18,18.8,21.4,18.0,0.7,10.9,98,94,0.0,NE,9,0,1,0,0,0,0
1003,29-Sep-18,19.8,23.2,17.7,1.3,0.1,88,80,6.9,NE,8,1,0,0,0,0,0
1004,30-Sep-18,20.3,22.8,19.0,2.2,0.0,82,79,6.0,NE,5,0,0,0,0,0,0
1005,1-Oct-18,20.1,23.8,18.5,2.9,0.0,79,67,10.4,ENE,4,0,0,0,0,0,0
1006,2-Oct-18,20.5,24.2,18.8,3.9,0.0,68,58,10.4,NE,5,0,0,0,0,0,0
1007,3-Oct-18,20.8,23.9,19.0,3.6,0.0,70,60,8.2,ENE,5,0,0,0,0,0,0
1008,4-Oct-18,20.6,24.7,18.5,3.6,0.0,70,52,7.6,NE,5,0,0,0,0,0,0
1009,5-Oct-18,20.0,23.6,18.0,2.6,0.0,84,71,7.7,SW,4,0,0,0,0,0,0
1010,6-Oct-18,19.9,24.0,17.6,1.7,0.0,93,88,5.9,NE,3,0,0,0,0,0,0
1011,7-Oct-18,21.2,24.5,19.4,2.6,0.0,78,64,6.4,NE,5,0,0,0,0,0,0
1012,8-Oct-18,20.8,25.2,18.7,2.5,0.0,86,73,7.1,NE,5,0,0,0,0,0,0
1013,9-Oct-18,21.6,25.0,19.4,2.3,0.0,82,73,7.3,E,5,0,0,0,0,0,0
1014,10-Oct-18,15.4,21.6,14.6,1.0,56.2,96,93,0.0,NE,14,0,1,0,0,1,0
1015,11-Oct-18,16.3,18.6,14.8,1.4,0.0,85,78,1.2,NNE,10,0,0,0,0,0,0
1016,12-Oct-18,16.9,19.1,15.6,2.1,0.0,78,65,0.4,NE,6,0,0,0,0,0,0
1017,13-Oct-18,18.0,19.9,16.8,1.2,0.0,90,83,0.0,SE,5,0,0,0,0,0,0
1018,14-Oct-18,20.4,24.3,18.3,1.0,0.0,95,83,5.6,SW,6,0,0,0,0,0,0
1019,15-Oct-18,22.1,27.0,20.2,0.4,0.0,96,92,4.5,SW,7,0,0,0,0,0,0
1020,16-Oct-18,19.2,23.5,18.2,0.2,4.8,99,97,0.0,SE,6,1,0,0,0,1,0
1021,17-Oct-18,17.7,19.8,15.6,0.4,19.3,95,90,0.3,NE,7,0,1,0,0,0,0
1022,18-Oct-18,16.0,17.6,14.4,0.3,5.5,99,97,0.0,E,5,1,0,0,0,0,0
1023,19-Oct-18,18.7,19.2,17.4,0.1,0.8,100,99,0.0,NE,6,1,0,0,0,0,0
1024,20-Oct-18,19.9,20.6,19.0,0.2,3.9,100,99,0.0,ESE,5,1,0,0,0,0,0
1025,21-Oct-18,21.6,25.2,19.9,1.1,4.0,94,78,7.9,WSW,6,1,0,0,0,0,0
1026,22-Oct-18,20.9,24.2,19.7,0.7,19.9,95,81,3.0,SW,8,0,1,0,0,1,0
1027,23-Oct-18,19.3,20.8,18.5,0.2,24.8,99,98,0.6,NE,6,1,0,0,0,1,0
1028,24-Oct-18,19.2,21.6,17.6,0.1,62.2,100,100,2.1,SW,5,0,1,0,0,1,0
1029,25-Oct-18,20.3,22.5,18.9,0.4,0.0,97,91,2.8,SW,5,0,0,0,0,0,0
1030,26-Oct-18,20.5,21.9,19.8,0.5,0.5,97,91,1.7,NE,10,1,0,0,0,0,0
1031,27-Oct-18,18.1,20.7,17.0,1.0,2.9,92,86,0.1,NE,12,1,0,0,0,0,0
1032,28-Oct-18,18.1,20.0,17.4,0.4,6.5,95,93,0.0,NE,5,0,1,0,0,0,0
1033,29-Oct-18,19.3,22.9,17.2,1.0,0.0,79,77,6.4,NE,6,0,0,0,0,0,0
1034,30-Oct-18,18.9,22.0,16.7,2.9,0.0,67,54,6.1,SW,7,0,0,0,0,0,0
1035,31-Oct-18,18.4,22.0,17.1,5.4,0.0,58,46,9.8,,,0,0,0,0,0,0
1036,1-Nov-18,18.4,21.4,16.4,6.2,0.0,45,32,10.0,NE,8,0,0,0,0,0,0
1037,2-Nov-18,17.4,22.4,14.6,6.3,0.0,53,39,9.5,NE,8,0,0,0,0,0,0
1038,3-Nov-18,17.1,22.4,14.7,3.4,0.0,75,68,10.0,SE,6,0,0,0,0,0,0
1039,4-Nov-18,17.9,22.0,15.9,1.2,0.0,93,79,4.8,SW,6,0,0,0,0,0,0
1040,5-Nov-18,18.6,22.7,17.2,1.3,0.0,91,84,4.8,SE,7,0,0,0,0,0,0
1041,6-Nov-18,19.3,23.3,17.7,1.1,0.0,89,77,4.0,SE,6,0,0,0,0,0,0
1042,7-Nov-18,20.4,23.8,18.9,1.2,0.4,93,78,5.6,SW,5,1,0,0,0,0,0
1043,8-Nov-18,17.5,20.2,14.1,0.8,1.4,88,77,0.0,NE,8,1,0,0,0,0,0
1044,9-Nov-18,17.6,18.8,16.2,1.0,0.1,92,86,0.0,SE,5,1,0,0,0,0,0
1045,10-Nov-18,18.5,19.2,17.4,0.2,0.6,96,89,0.0,NE,5,1,0,0,0,0,0
1046,11-Nov-18,18.3,18.7,16.9,0.1,12.5,94,91,0.0,SE,5,0,1,0,0,1,0
1047,12-Nov-18,18.4,19.0,17.1,0.2,10.8,94,90,0.0,SE,6,0,1,0,0,0,0
1048,13-Nov-18,18.3,19.3,17.8,0.4,0.0,94,87,1.5,NE,6,0,0,0,0,0,0
1049,14-Nov-18,19.1,21.0,17.4,0.5,0.0,96,91,0.9,SW,7,0,0,0,0,0,0
1050,15-Nov-18,20.2,24.8,19.1,0.5,0.0,95,91,3.4,SE,6,0,0,0,0,0,0
1051,16-Nov-18,20.4,23.0,19.4,0.4,0.0,97,96,2.5,SW,5,0,0,0,0,0,0
1052,17-Nov-18,19.6,20.8,18.9,1.2,0.2,90,80,0.1,W,8,1,0,0,0,1,0
1053,18-Nov-18,19.9,21.8,18.4,0.6,0.1,98,95,0.0,SW,8,1,0,0,0,1,0
1054,19-Nov-18,18.6,20.5,17.8,0.2,2.7,100,100,0.0,SW,6,0,1,0,0,0,0
1055,20-Nov-18,19.0,20.3,17.4,0.0,1.4,100,99,0.0,SE,6,0,0,1,0,0,0
1056,21-Nov-18,18.7,20.5,15.7,0.2,2.0,98,97,2.0,NE,9,1,0,0,0,0,0
1057,22-Nov-18,12.7,15.7,10.4,1.2,2.7,81,75,0.4,NE,12,1,0,0,0,0,0
1058,23-Nov-18,13.3,15.5,12.6,1.9,0.0,71,63,1.4,NE,10,0,0,0,0,0,0
1059,24-Nov-18,15.2,17.9,13.1,1.6,0.0,85,78,2.7,SE,7,0,0,0,0,0,0
1060,25-Nov-18,15.4,18.5,14.2,1.2,0.0,84,74,5.8,NE,6,0,0,0,0,0,0
1061,26-Nov-18,15.2,18.0,14.0,1.4,0.0,88,77,4.3,NE,6,0,0,0,0,0,0
1062,27-Nov-18,13.9,18.4,12.2,1.2,0.0,85,76,5.3,NE,4,0,0,0,0,0,0
1063,28-Nov-18,14.5,18.7,12.4,1.6,0.0,81,66,8.9,SW,5,0,0,0,0,0,0
1064,29-Nov-18,15.3,19.0,12.8,0.8,0.0,90,85,5.8,SE,5,0,0,0,0,0,0
1065,30-Nov-18,17.1,19.4,15.5,1.2,0.0,95,88,0.7,SE,6,0,0,0,0,0,0
1066,1-Dec-18,18.4,21.4,17.8,0.3,9.6,99,99,2.5,SW,6,0,1,0,0,0,0
1067,2-Dec-18,18.8,20.1,17.9,0.1,0.0,98,96,0.3,SW,5,0,0,0,0,0,0
1068,3-Dec-18,19.3,21.5,18.0,0.7,0.0,91,85,5.7,SSW,5,0,0,0,0,0,0
1069,4-Dec-18,19.6,21.9,18.5,0.5,0.0,94,82,1.8,SW,5,0,0,0,0,0,0
1070,5-Dec-18,18.5,20.1,17.7,0.3,0.1,94,86,2.5,SW,6,1,0,0,0,0,0
1071,6-Dec-18,19.3,23.0,17.6,1.5,0.0,94,87,3.5,SW,6,0,0,0,0,0,0
1072,7-Dec-18,18.4,20.4,17.8,0.3,0.0,96,89,1.2,WSW,5,0,0,0,0,0,0
1073,8-Dec-18,13.5,17.9,11.9,0.2,4.9,100,100,0.0,NE,6,1,0,0,0,0,0
1074,9-Dec-18,12.3,13.4,10.3,0.0,6.0,100,99,0.0,ENE,5,1,0,0,0,0,0
1075,10-Dec-18,14.2,17.1,11.5,0.4,0.4,93,82,0.9,S,5,1,0,0,0,0,0
1076,11-Dec-18,10.6,14.5,7.2,0.4,2.2,94,90,0.0,NE,11,1,0,0,0,0,0
1077,12-Dec-18,6.6,8.2,5.8,0.5,18.1,95,90,0.0,NE,11,1,0,0,0,0,0
1078,13-Dec-18,6.9,7.9,6.1,0.2,0.1,100,100,0.0,NW,4,1,0,0,0,0,0
1079,14-Dec-18,8.9,11.5,6.6,0.2,0.0,100,99,0.0,SW,3,0,0,0,0,0,0
1080,15-Dec-18,12.0,13.6,9.5,0.3,0.0,94,90,0.0,WSW,3,0,0,0,0,0,0
1081,16-Dec-18,12.1,12.9,10.8,0.5,0.0,89,70,0.3,N,4,0,0,0,0,0,0
1082,17-Dec-18,11.5,14.3,9.6,2.4,0.0,74,66,6.7,NNE,5,0,0,0,0,0,0
1083,18-Dec-18,12.2,16.4,10.0,2.3,0.0,72,65,8.5,SE,4,0,0,0,1,0,0
1084,19-Dec-18,14.6,18.5,12.1,1.5,0.0,89,73,6.8,SSE,6,0,0,0,0,0,0
1085,20-Dec-18,17.0,21.2,15.0,0.9,0.0,93,81,7.3,E,4,0,0,0,0,0,0
1086,21-Dec-18,17.8,20.3,15.9,1.0,0.1,93,83,5.6,NE,4,1,0,0,0,0,0
1087,22-Dec-18,18.4,21.8,17.3,0.4,0.1,96,84,4.5,SW,5,1,0,0,0,0,0
1088,23-Dec-18,17.6,19.6,16.8,0.6,6.6,94,83,0.0,SE,6,0,1,0,0,0,0
1089,24-Dec-18,16.2,19.6,15.3,1.1,0.0,93,84,4.6,SW,5,0,0,0,0,0,0
1090,25-Dec-18,15.5,19.8,13.9,0.5,0.0,91,83,4.2,S,4,0,0,0,0,0,0
1091,26-Dec-18,16.6,20.6,15.0,1.0,0.1,87,71,3.6,SE,6,1,0,0,0,0,0
1092,27-Dec-18,16.6,20.3,15.2,1.1,0.0,92,79,4.6,SW,4,0,0,0,0,0,0
1093,28-Dec-18,12.3,15.6,9.0,0.4,22.8,98,93,0.0,NE,8,1,0,0,0,0,0
1094,29-Dec-18,7.0,9.6,5.2,0.0,19.7,100,100,0.0,NE,8,1,0,0,0,0,0
1095,30-Dec-18,4.0,5.2,2.8,0.3,18.3,95,92,0.0,NE,8,1,0,0,0,0,0
1096,31-Dec-18,6.0,7.4,3.3,0.5,1.0,92,82,0.0,NE,7,1,0,0,0,0,0
1097,1-Jan-19,6.3,6.8,5.5,0.2,0.2,98,92,0.0,NE,5,1,0,0,0,0,0
1098,2-Jan-19,7.3,9.0,6.0,0.0,0.4,100,99,0.0,NE,4,1,0,0,0,0,0
1099,3-Jan-19,9.5,12.4,7.1,0.0,0.9,98,96,0.5,SW,3,1,0,0,0,0,0
1100,4-Jan-19,12.5,15.9,10.4,0.4,0.1,93,88,0.2,SE,3,1,0,0,0,0,0
1101,5-Jan-19,15.5,17.8,13.1,0.5,0.7,93,88,1.9,SW,4,1,0,0,0,0,0
1102,6-Jan-19,15.0,16.5,14.2,0.1,0.5,99,95,0.0,SSE,4,1,0,0,0,0,0
1103,7-Jan-19,15.4,16.2,14.4,0.0,0.1,100,98,0.0,WNW,5,1,0,0,0,0,0
1104,8-Jan-19,15.5,16.4,15.0,0.0,3.0,100,100,0.0,SSW,4,1,0,0,0,0,0
1105,9-Jan-19,11.5,15.4,10.0,0.0,12.2,99,97,0.0,NE,4,1,0,0,0,0,0
1106,10-Jan-19,13.5,14.7,11.8,0.0,2.8,99,97,0.0,SE,3,1,0,0,0,0,0
1107,11-Jan-19,14.7,15.2,14.6,0.0,0.6,99,98,0.0,SW,3,1,0,0,0,0,0
1108,12-Jan-19,15.1,15.6,14.5,0.1,1.9,98,96,0.0,S,3,1,0,0,0,0,0
1109,13-Jan-19,16.0,17.0,15.4,0.4,0.8,98,97,0.0,SE,3,1,0,0,1,0,0
1110,14-Jan-19,15.6,16.4,15.3,0.1,7.4,98,96,0.0,SW,4,1,0,0,1,0,0
1111,15-Jan-19,14.3,15.8,11.0,0.1,19.9,99,97,0.3,ENE,8,1,1,0,1,0,0
1112,16-Jan-19,8.7,11.7,6.9,0.0,11.7,97,93,0.0,NNE,10,1,0,1,0,0,0
1113,17-Jan-19,8.5,9.1,7.3,0.1,0.6,99,96,0.0,W,3,1,0,1,1,0,0
1114,18-Jan-19,10.7,11.4,8.9,0.1,0.4,96,91,0.0,SW,5,1,0,0,0,0,0
1115,19-Jan-19,14.1,17.2,11.4,0.8,0.0,91,79,3.4,S,5,0,0,0,0,0,0
1116,20-Jan-19,14.6,15.4,13.3,0.2,0.7,99,98,0.0,E,5,1,0,0,1,0,0
1117,21-Jan-19,10.4,14.8,8.7,0.4,2.6,94,84,0.0,NNE,7,1,0,0,0,0,0
1118,22-Jan-19,9.2,11.4,7.4,1.6,0.0,82,67,2.7,NE,9,0,0,0,0,0,0
1119,23-Jan-19,10.5,11.6,9.2,1.0,0.0,85,77,0.0,NE,4,0,0,0,0,0,0
1120,24-Jan-19,11.0,12.0,10.1,0.4,0.6,100,99,0.0,S,5,0,0,1,1,0,0
1121,25-Jan-19,13.1,14.0,12.0,0.2,3.0,100,98,0.0,SW,3,1,0,1,1,0,0
1122,26-Jan-19,13.2,14.3,12.2,0.1,2.8,95,88,0.0,NE,7,1,0,0,0,0,0
1123,27-Jan-19,12.8,16.3,11.6,1.0,0.0,91,87,2.6,E,5,0,0,0,0,0,0
1124,28-Jan-19,14.1,18.1,12.2,0.9,0.0,93,80,5.8,ENE,5,0,0,0,0,0,0
1125,29-Jan-19,14.1,16.6,12.7,1.0,0.0,97,92,1.1,SW,5,0,0,0,0,0,0
1126,30-Jan-19,15.1,17.0,14.2,0.5,0.7,100,100,0.0,SSW,7,1,0,0,1,0,0
1127,31-Jan-19,16.0,17.8,15.1,0.4,0.3,95,80,0.0,SW,6,1,0,0,1,0,0
1128,1-Feb-19,14.5,17.0,13.9,0.4,0.0,96,93,0.0,SE,5,0,0,0,0,0,0
1129,2-Feb-19,14.8,18.2,13.1,0.3,0.1,94,90,0.7,ESE,5,1,0,0,1,0,0
1130,3-Feb-19,15.5,16.3,15.1,0.2,0.0,99,96,0.7,SE,4,0,0,0,1,0,0
1131,4-Feb-19,16.4,19.4,15.0,0.5,0.1,99,97,2.2,SW,6,1,0,0,0,0,0
1132,5-Feb-19,16.9,21.3,16.0,0.5,0.0,95,89,5.6,E,4,0,0,0,0,0,0
1133,6-Feb-19,18.1,22.0,16.7,0.4,0.1,93,81,6.1,SE,5,1,0,0,1,0,0
1134,7-Feb-19,19.5,25.6,15.2,3.8,0.0,73,58,9.8,SW,5,0,0,0,0,0,0
1135,8-Feb-19,21.2,26.0,17.7,4.4,0.0,59,47,9.9,W,5,0,0,0,0,0,0
1136,9-Feb-19,19.6,23.8,16.5,3.3,0.0,76,59,8.1,SW,5,0,0,0,0,0,0
1137,10-Feb-19,18.3,20.6,17.3,0.4,0.0,92,90,1.7,SW,9,0,0,0,0,0,0
1138,11-Feb-19,16.9,18.5,15.4,0.0,3.8,100,99,0.0,SSW,8,1,0,0,0,0,0
1139,12-Feb-19,15.9,16.3,15.2,0.0,0.7,99,99,0.0,WSW,7,1,0,1,0,0,0
1140,13-Feb-19,16.3,16.7,15.8,0.0,1.6,99,99,0.0,SW,7,1,0,0,1,0,0
1141,14-Feb-19,15.9,16.8,15.1,0.4,0.1,99,97,0.0,SW,6,1,0,0,1,0,0
1142,15-Feb-19,16.6,18.4,15.9,0.3,0.0,98,95,0.3,SW,8,0,0,0,0,0,0
1143,16-Feb-19,17.8,18.4,16.5,0.0,1.5,98,95,0.0,SW,5,1,0,0,1,0,0
1144,17-Feb-19,16.9,18.3,16.3,0.0,64.6,100,100,0.0,SW,8,1,1,0,1,1,0
1145,18-Feb-19,18.2,22.7,13.6,3.0,25.8,82,64,8.9,SW,10,1,1,0,1,1,0
1146,19-Feb-19,19.1,23.3,17.3,1.3,0.0,89,76,9.6,NE,5,0,0,0,0,0,0
1147,20-Feb-19,19.6,23.6,17.8,0.9,0.0,93,82,8.9,SE,6,0,0,0,0,0,0
1148,21-Feb-19,19.8,24.3,16.6,1.9,0.0,93,73,9.6,SE,6,0,0,0,1,0,0
1149,22-Feb-19,16.7,19.6,15.0,0.1,0.2,100,99,0.0,E,7,1,0,0,1,0,0
1150,23-Feb-19,15.2,16.7,14.8,0.0,1.2,100,99,0.0,SSE,6,1,0,0,1,0,0
1151,24-Feb-19,11.5,13.4,10.4,0.0,0.6,100,99,0.0,E,3,1,0,0,0,0,0
1152,25-Feb-19,11.3,12.5,10.4,0.0,2.1,100,99,0.0,SW,2,1,0,0,1,0,0
1153,26-Feb-19,13.4,15.2,11.6,0.0,1.4,99,98,0.0,WSW,7,1,0,0,0,0,0
1154,27-Feb-19,15.6,16.3,15.0,0.0,0.8,98,96,0.0,SW,3,1,0,0,0,0,0
1155,28-Feb-19,17.3,18.2,16.0,0.0,1.1,99,97,0.0,SW,6,1,0,0,0,0,0
1156,1-Mar-19,18.1,20.2,16.1,0.9,1.6,92,86,4.1,SSE,7,0,1,0,0,1,0
1157,2-Mar-19,18.8,20.6,17.5,0.0,0.0,99,96,1.2,WSW,7,0,0,0,0,0,0
1158,3-Mar-19,19.3,21.4,18.0,0.8,0.0,95,85,6.1,ESE,5,0,0,0,0,0,0
1159,4-Mar-19,17.8,19.5,16.2,0.0,7.4,100,100,0.0,SSE,8,1,1,0,1,0,0
1160,5-Mar-19,19.5,21.3,18.6,0.2,1.9,99,98,2.5,SSE,7,1,0,0,0,0,0
1161,6-Mar-19,18.3,20.0,15.7,0.4,0.0,93,83,0.7,NE,8,0,0,0,0,0,0
1162,7-Mar-19,14.0,16.2,12.4,0.1,7.4,100,100,0.0,NE,6,1,1,0,0,0,0
1163,8-Mar-19,14.5,16.2,13.0,0.1,1.6,98,95,0.0,SE,6,1,0,0,0,0,0
1164,9-Mar-19,14.8,16.0,14.0,0.0,0.8,99,98,0.0,SSE,3,1,0,0,0,0,0
1165,10-Mar-19,12.9,14.6,11.0,0.2,0.9,94,90,0.0,NE,11,1,0,0,0,0,0
1166,11-Mar-19,14.7,16.7,13.2,1.1,0.0,85,78,2.6,NNE,5,0,0,0,0,0,0
1167,12-Mar-19,15.1,17.8,13.2,1.1,0.0,86,80,0.4,SW,4,0,0,0,0,0,0
1168,13-Mar-19,15.8,17.9,14.5,0.9,0.0,91,82,0.2,E,4,0,0,0,0,0,0
1169,14-Mar-19,18.5,20.8,17.0,0.6,0.0,92,83,0.5,NE,6,0,0,0,0,0,0
1170,15-Mar-19,14.6,19.4,13.1,0.2,0.2,95,93,0.0,NE,9,1,0,0,0,0,0
1171,16-Mar-19,14.3,15.2,12.9,0.3,2.2,99,97,0.0,NE,6,1,0,0,0,0,0
1172,17-Mar-19,15.9,16.6,15.2,0.0,1.7,99,98,0.0,NE,4,0,0,1,0,0,0
1173,18-Mar-19,16.8,17.1,16.6,0.1,1.8,98,97,0.0,ESE,4,1,0,0,0,0,0
1174,19-Mar-19,17.3,20.9,15.5,0.4,4.0,98,96,2.1,W,6,1,1,0,0,0,0
1175,20-Mar-19,19.6,22.2,17.8,0.8,0.1,96,90,1.0,SW,4,1,0,0,0,0,0
1176,21-Mar-19,20.4,24.3,19.3,1.4,0.6,92,81,0.0,E,4,1,0,0,0,0,0
1177,22-Mar-19,20.4,23.3,18.6,0.9,0.0,87,76,0.0,WNW,3,0,0,0,0,0,0
1178,23-Mar-19,17.9,20.4,14.8,0.9,0.6,90,75,0.0,NE,10,0,1,0,0,0,0
1179,24-Mar-19,12.8,15.4,11.3,1.5,0.0,88,76,0.0,NE,12,0,0,0,0,0,0
1180,25-Mar-19,13.5,15.1,12.2,0.2,1.1,99,98,0.0,NE,3,1,0,0,0,0,0
1181,26-Mar-19,15.7,16.7,13.6,0.0,0.6,99,98,0.0,W,5,1,0,0,0,0,0
1182,27-Mar-19,17.0,18.1,16.2,0.1,0.6,99,98,0.0,WSW,4,1,0,0,0,0,0
1183,28-Mar-19,19.0,20.0,17.8,0.2,0.2,97,93,0.0,WSW,4,1,0,0,0,0,0
1184,29-Mar-19,19.6,22.6,17.2,1.0,14.1,91,89,4.6,ENE,4,0,1,1,0,1,0
1185,30-Mar-19,20.2,22.0,19.3,0.3,0.1,99,95,1.9,ENE,4,1,0,0,0,0,0
1186,31-Mar-19,20.4,22.0,19.3,0.1,0.0,99,96,0.0,WSW,6,0,0,0,0,0,0
1187,1-Apr-19,19.2,21.3,16.7,0.8,45.9,92,68,0.0,NE,11,1,1,0,0,1,0
1188,2-Apr-19,18.0,18.6,16.9,0.0,2.8,99,98,0.0,ESE,5,1,1,0,0,0,0
1189,3-Apr-19,18.9,19.3,18.5,0.0,8.6,100,99,0.0,SSW,5,1,0,0,0,0,0
1190,4-Apr-19,19.1,21.2,15.3,0.4,24.8,95,83,5.2,WNW,9,1,1,0,0,1,0
1191,5-Apr-19,18.6,20.3,17.4,0.1,1.2,99,98,0.0,SE,6,1,0,0,0,0,0
1192,6-Apr-19,18.8,19.9,17.7,0.2,0.0,99,98,0.0,WSW,4,0,0,0,0,0,0
1193,7-Apr-19,20.4,22.5,19.4,0.3,0.0,96,90,0.0,ESE,3,0,0,0,0,0,0
1194,8-Apr-19,21.4,23.8,20.0,0.6,0.0,98,95,5.1,ESE,7,0,0,0,0,0,0
1195,9-Apr-19,22.3,24.7,20.4,0.5,0.0,96,90,2.9,E,5,0,0,0,0,0,0
1196,10-Apr-19,22.7,24.5,21.5,0.7,0.0,96,90,1.5,E,3,0,0,0,0,0,0
1197,11-Apr-19,21.7,24.0,21.0,0.1,0.6,94,86,1.5,S,3,1,0,0,0,0,0
1198,12-Apr-19,21.8,22.0,20.9,0.1,1.9,99,98,0.1,ESE,5,1,0,0,0,0,0
1199,13-Apr-19,21.6,22.0,21.2,0.0,1.0,99,97,0.0,WSW,7,1,0,0,0,0,0
1200,14-Apr-19,22.0,22.2,20.3,0.1,54.7,98,96,1.8,NE,7,1,1,0,0,1,0
1201,15-Apr-19,20.0,22.2,18.9,0.3,4.8,96,91,0.0,NE,9,1,1,0,0,0,0
1202,16-Apr-19,20.0,20.7,19.2,0.4,0.5,97,90,0.0,NE,6,1,0,0,0,0,0
1203,17-Apr-19,19.7,21.0,19.0,0.2,0.1,99,96,0.0,S,5,1,0,0,0,0,0
1204,18-Apr-19,22.1,24.2,20.4,0.9,3.9,93,80,9.4,ENE,5,1,0,0,0,0,0
1205,19-Apr-19,25.7,30.0,22.2,3.9,0.0,73,65,10.4,SW,4,0,0,0,0,0,0
